2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
912.84,914.19,913.2,904.4,909.9,909.3,911.89,906.4,911.0,914.6,914.4,913.4,912.5,911.2,910.9,910.7,906.5,910.0,902.7,909.5,909.8
912.84,914.19,913.2,904.6,910.1,909.2,911.89,906.7,911.5,914.6,914.7,913.7,913.5,911.8,911.1,911.3,907.0,910.6,903.4,909.9,910.2
912.84,914.19,913.2,905.1,910.6,911.85,911.89,907.2,912.0,914.9,915.1,914.1,914.0,910.8,911.4,911.9,907.5,910.8,904.3,910.4,910.9
912.84,914.19,913.2,905.5,910.9,911.85,910.2,907.6,912.3,915.1,915.5,914.4,914.5,910.1,911.8,912.2,907.9,910.6,904.5,910.8,911.5
912.84,914.19,913.2,905.6,911.2,910.7,910.4,908.3,912.6,915.3,915.6,914.8,914.6,910.0,912.2,912.0,908.4,910.7,905.2,911.2,911.6
912.84,914.19,913.2,905.9,911.6,911.0,910.3,908.6,912.6,915.3,915.6,915.2,914.5,910.6,912.2,912.2,908.1,911.0,904.9,911.4,912.1
912.84,914.19,913.2,905.7,911.7,911.2,910.4,909.3,912.5,914.7,916.0,915.5,914.1,911.0,912.1,912.2,907.6,910.8,904.5,912.0,912.3
912.84,914.19,913.2,905.2,911.6,911.3,909.8,909.7,912.2,914.0,916.2,915.4,913.6,911.3,911.9,912.1,907.4,910.4,903.8,912.2,912.1
912.84,914.19,913.2,904.5,911.2,910.9,908.9,909.3,911.7,913.4,915.6,915.1,913.0,911.0,911.6,912.2,906.9,909.7,903.1,912.3,911.6
912.84,914.19,913.2,904.1,910.3,910.8,908.1,909.0,910.9,913.1,915.0,914.4,912.7,910.9,911.0,912.3,906.1,908.7,902.7,912.1,911.2
912.84,914.19,913.2,903.2,909.7,910.5,907.2,908.1,910.2,912.5,915.0,913.8,912.8,910.3,910.5,911.8,905.4,908.4,902.6,912.0,910.4
912.84,914.19,913.2,903.3,909.0,910.2,906.5,907.7,909.4,912.0,914.4,914.6,912.7,910.2,909.9,911.5,904.6,907.6,902.2,911.8,910.1
912.84,914.19,913.2,903.2,908.8,910.0,906.4,907.3,909.3,911.3,914.0,913.8,912.5,909.4,909.5,910.9,904.7,907.3,902.0,911.6,910.2
912.84,914.19,913.2,902.9,909.0,910.3,907.9,906.6,909.4,910.6,913.6,912.8,912.2,910.7,909.2,910.9,905.0,907.7,902.8,911.7,909.9
912.84,914.19,913.2,903.0,909.3,910.4,907.7,907.5,910.0,910.6,913.5,913.1,912.1,911.0,909.6,911.2,906.0,908.5,904.0,911.9,910.0
912.84,914.19,913.2,903.9,909.8,911.85,907.0,908.1,910.4,911.0,914.0,913.3,912.8,910.9,910.8,912.0,906.4,909.2,904.9,912.6,910.7
912.84,914.19,913.2,903.6,910.5,911.85,907.5,908.9,910.9,911.5,914.5,914.0,913.2,911.4,911.4,912.6,907.1,909.8,906.3,913.1,911.1
912.84,914.19,913.2,904.8,910.6,911.85,908.2,909.6,911.6,912.3,914.9,914.4,913.5,912.8,911.8,913.2,907.1,910.1,907.1,913.7,911.8
912.84,914.19,913.2,905.5,911.4,911.85,908.0,910.0,911.4,912.7,915.4,915.3,913.7,912.9,911.5,913.1,907.0,910.1,907.0,914.2,912.0
912.84,914.19,913.2,905.6,911.4,911.85,907.7,910.3,911.2,913.3,915.2,915.4,913.4,912.6,911.3,912.6,906.2,909.6,906.5,914.2,912.0
912.84,914.19,913.2,904.1,911.3,911.85,907.2,909.9,910.9,912.3,914.7,914.9,913.0,912.2,911.0,911.8,905.5,908.6,905.9,913.9,911.7
912.84,914.19,913.2,905.1,910.5,911.85,911.89,909.2,910.2,911.6,914.5,914.2,912.6,911.9,910.6,911.2,905.6,908.7,905.5,913.6,911.2
912.84,914.19,913.2,904.9,909.8,911.85,911.89,908.8,909.7,911.3,913.8,914.1,912.2,911.4,910.3,910.8,905.5,908.3,905.2,913.2,910.8
912.84,914.19,913.2,904.6,909.8,911.85,911.89,908.7,909.2,910.6,913.3,914.3,911.9,911.0,910.2,910.8,905.8,908.5,905.6,912.8,910.3
912.84,914.19,913.2,904.7,909.8,911.85,911.89,908.4,909.0,910.7,913.2,914.6,911.9,910.6,910.6,911.3,906.1,909.0,906.3,912.7,910.7
912.84,914.19,913.2,905.4,910.0,911.85,911.89,908.8,910.0,910.5,913.6,914.5,912.0,911.0,910.9,911.7,906.5,909.4,906.8,912.9,910.9
912.84,914.19,913.2,905.8,910.5,911.85,911.89,909.0,911.0,910.4,914.2,914.6,912.2,911.8,911.4,912.1,907.5,909.5,907.4,913.2,911.2
912.84,914.19,913.2,906.2,911.0,911.2,906.9,909.5,911.0,910.5,914.5,915.0,913.0,912.9,911.8,912.5,907.9,909.7,908.0,913.7,911.4
912.84,914.19,913.2,906.9,911.2,911.7,907.0,909.6,911.2,910.3,914.6,915.1,913.1,913.5,911.8,912.7,908.1,909.8,908.5,914.4,911.8
912.84,914.19,913.2,907.3,911.3,911.8,907.3,909.7,911.2,910.2,914.7,915.1,913.1,913.8,911.5,912.8,908.2,909.7,909.0,914.9,912.0
912.84,914.19,913.2,907.6,911.5,911.8,907.4,909.9,911.1,910.4,914.7,915.2,912.7,913.7,911.0,912.7,908.0,909.5,908.9,915.4,912.0
912.84,914.19,913.2,907.3,911.3,911.6,906.9,909.7,910.9,910.5,914.7,914.6,912.5,913.3,910.3,912.3,907.8,908.9,908.6,915.6,911.9
912.84,914.19,913.2,907.5,910.8,911.3,906.1,909.3,910.5,910.3,914.5,914.2,911.8,912.8,909.9,911.6,907.4,908.4,908.6,915.6,911.6
912.84,914.19,913.2,907.5,910.2,910.9,905.7,909.0,909.8,909.3,914.5,914.0,911.1,912.5,909.1,910.7,906.7,907.6,908.5,915.1,910.8
912.84,914.19,913.2,907.2,908.8,910.5,905.0,908.6,908.9,909.0,914.5,913.4,910.5,912.3,909.0,909.7,906.1,906.9,908.4,914.6,910.4
912.84,914.19,913.2,907.1,908.7,909.9,905.4,908.1,907.8,908.2,913.6,912.5,909.7,912.2,908.8,909.0,905.4,906.3,908.4,914.3,910.0
912.84,914.19,913.2,906.8,909.1,909.6,904.9,907.5,908.4,907.5,912.8,912.1,909.3,912.2,908.0,909.0,905.2,906.5,908.4,914.1,909.5
912.84,914.19,913.2,907.1,908.9,909.6,905.3,907.0,907.8,907.7,912.8,911.8,909.1,912.6,909.9,908.9,905.2,907.0,908.8,914.0,909.6
912.84,914.19,913.2,907.4,909.4,910.1,905.8,907.0,908.6,909.1,913.4,912.5,909.6,913.4,911.3,909.5,905.8,907.8,909.6,914.3,909.7
912.84,914.19,913.2,908.4,909.8,910.4,906.4,907.9,910.0,910.0,914.3,912.5,910.1,914.1,911.8,910.0,906.5,908.4,910.3,914.9,910.6
912.84,914.19,913.2,909.0,910.3,910.8,907.0,909.8,911.1,910.5,914.4,913.4,911.0,914.7,911.4,910.8,907.6,908.8,910.7,915.7,911.1
912.84,914.19,913.2,909.8,910.9,911.0,907.6,911.0,910.3,910.1,913.9,914.0,911.1,914.5,912.8,911.4,908.2,909.1,911.1,916.6,911.3
912.84,914.19,913.2,910.1,911.2,911.7,907.5,911.2,910.9,910.0,914.3,914.3,911.3,914.3,912.7,911.4,908.3,909.4,911.0,916.8,911.9
912.84,914.19,913.2,910.4,911.6,911.9,908.1,910.8,911.4,908.2,914.4,914.1,911.2,913.8,912.6,910.8,907.9,909.2,910.3,916.6,911.8
912.84,914.19,913.2,909.9,911.2,911.7,907.9,910.7,911.9,908.0,914.2,913.4,910.6,912.7,912.2,909.8,907.4,908.4,909.8,916.3,911.1
912.84,914.19,913.2,909.5,910.9,911.3,911.89,909.7,911.5,907.7,913.5,912.9,909.7,912.2,911.8,909.0,907.5,907.9,909.3,915.8,910.9
912.84,914.19,913.2,909.5,910.0,910.9,911.89,909.4,910.6,907.4,912.5,912.4,909.3,912.5,911.6,908.9,907.4,907.6,909.3,915.2,910.2
912.84,914.19,913.2,909.3,909.9,910.7,911.89,909.5,910.2,907.3,912.1,912.2,909.0,912.5,911.2,908.7,907.6,907.8,909.3,914.9,910.1
912.84,914.19,913.2,909.2,909.6,910.6,911.89,909.3,910.3,907.8,912.8,912.3,908.9,912.3,911.9,908.7,907.9,908.3,909.7,914.5,909.7
912.84,914.19,913.2,910.1,909.7,911.0,911.89,909.6,910.6,907.8,913.5,912.8,909.4,912.7,912.3,909.2,908.1,908.9,910.2,914.7,910.5
912.84,914.19,913.2,910.6,910.8,911.85,911.89,909.7,911.2,908.1,913.6,913.1,909.7,913.1,913.0,909.8,908.4,909.4,910.6,915.0,910.6
912.84,914.19,913.2,911.1,911.6,911.85,908.9,910.3,911.7,908.7,914.1,913.2,910.1,913.8,913.7,910.0,908.7,909.6,910.9,915.6,911.0
912.84,914.19,913.2,912.0,911.6,912.2,909.4,910.6,911.5,909.1,914.3,913.2,910.0,913.9,914.1,910.4,909.0,909.8,911.4,916.2,911.6
912.84,914.19,913.2,912.4,911.8,912.4,909.7,911.0,911.9,909.4,913.9,912.9,910.3,914.2,914.4,910.8,908.8,909.9,911.9,916.6,911.6
912.84,914.19,913.2,913.0,912.0,912.3,909.7,911.1,912.0,909.1,913.9,912.9,910.0,914.2,914.8,910.8,908.5,909.8,911.9,917.0,911.7
912.84,914.19,913.2,912.6,911.4,912.1,909.5,911.0,912.0,909.1,913.5,912.8,909.6,913.6,914.1,910.5,908.2,909.4,911.8,917.0,911.0
912.84,914.19,913.2,912.4,911.2,911.7,909.1,910.7,911.3,909.0,913.0,912.6,909.3,913.1,913.5,909.9,907.9,908.6,911.4,917.0,910.7
912.84,914.19,913.2,912.5,910.5,911.1,908.6,910.0,911.3,908.8,912.3,912.4,908.7,912.4,913.3,909.6,907.9,908.3,910.9,916.9,910.4
912.84,914.19,913.2,912.4,910.1,910.5,908.7,909.9,911.0,908.2,911.9,911.3,908.4,911.7,913.6,909.1,907.5,907.5,910.6,916.4,909.6
912.84,914.19,913.2,912.0,909.2,909.9,908.8,909.4,910.6,907.8,911.0,910.9,907.5,911.3,913.5,908.7,907.4,907.1,910.7,916.2,908.8
